uri	http://www.wikidata.org/entity/Q23366230	fr	literal	République de Genève
uri	http://www.wikidata.org/entity/Q16	fr	literal	Canada
uri	http://www.wikidata.org/entity/Q757	fr	literal	Saint-Vincent-et-les-Grenadines
uri	http://www.wikidata.org/entity/Q17	fr	literal	Japon
uri	http://www.wikidata.org/entity/Q766	fr	literal	Jamaïque
uri	http://www.wikidata.org/entity/Q760	fr	literal	Sainte-Lucie
uri	http://www.wikidata.org/entity/Q20	fr	literal	Norvège
uri	http://www.wikidata.org/entity/Q763	fr	literal	Saint-Christophe-et-Niévès
uri	http://www.wikidata.org/entity/Q769	fr	literal	Grenade
uri	http://www.wikidata.org/entity/Q774	fr	literal	Guatemala
uri	http://www.wikidata.org/entity/Q781	fr	literal	Antigua-et-Barbuda
uri	http://www.wikidata.org/entity/Q783	fr	literal	Honduras
uri	http://www.wikidata.org/entity/Q778	fr	literal	Bahamas
uri	http://www.wikidata.org/entity/Q27	fr	literal	Irlande
uri	http://www.wikidata.org/entity/Q31	fr	literal	Belgique
uri	http://www.wikidata.org/entity/Q30	fr	literal	États-Unis
uri	http://www.wikidata.org/entity/Q790	fr	literal	Haïti
uri	http://www.wikidata.org/entity/Q28	fr	literal	Hongrie
uri	http://www.wikidata.org/entity/Q786	fr	literal	République dominicaine
uri	http://www.wikidata.org/entity/Q29	fr	literal	Espagne
uri	http://www.wikidata.org/entity/Q32	fr	literal	Luxembourg
uri	http://www.wikidata.org/entity/Q784	fr	literal	Dominique
uri	http://www.wikidata.org/entity/Q792	fr	literal	Salvador
uri	http://www.wikidata.org/entity/Q34	fr	literal	Suède
uri	http://www.wikidata.org/entity/Q35	fr	literal	Danemark
uri	http://www.wikidata.org/entity/Q794	fr	literal	Iran
uri	http://www.wikidata.org/entity/Q36	fr	literal	Pologne
uri	http://www.wikidata.org/entity/Q801	fr	literal	Israël
uri	http://www.wikidata.org/entity/Q805	fr	literal	Yémen
uri	http://www.wikidata.org/entity/Q810	fr	literal	Jordanie
uri	http://www.wikidata.org/entity/Q804	fr	literal	Panama
uri	http://www.wikidata.org/entity/Q37	fr	literal	Lituanie
uri	http://www.wikidata.org/entity/Q38	fr	literal	Italie
